16
965 1635
280 362 252
33 754 379
808 138 1000
465 696 554
166 898 325
955 292 763
775 487 117
258 543 986
311 862 189
381 42 656
884 267 283
641 887 458
359 689 209
508 482 540
199 176 727
54 620 247
686 23 212
792 138 487
147 828 217
575 961 672
465 224 956
836 511 557
174 920 839
582 895 876
305 630 947
435 280 522
415 552 338
336 138 916
844 834 796
500 501 365
198 117 37
695 379 997
384 306 446
760 914 783
272 512 418
267 395 889
960 33 973
226 163 131
948 227 923
973 425 537
113 916 316
399 192 644
424 140 597
537 536 912
798 6 497
446 604 595
560 903 53
506 202 540
773 104 845
320 488 158
484 348 762
250 319 194
81 556 109
233 862 3
770 136 843
381 666 625
833 286 85
824 599 181
142 182 872
274 874 506
352 2 617
453 207 836
285 252 536
9 56 683
512 471 472
391 861 482
827 394 64
626 415 378
889 511 947
44 905 619
127 88 961
760 310 232
692 722 439
461 64 217
834 623 190
231 867 1000
18 708 692
439 855 194
294 131 644
134 799 559
333 861 9
160 496 741
874 579 753
900 790 531
841 162 526
68 754 528
564 93 930
803 856 339
926 578 326
791 602 609
546 752 407
886 535 154
122 725 144
287 783 35
163 69 155
895 315 256
810 201 699
194 622 35
100 155 65
684 884 339
90 7 643
463 898 823
13 72 670
484 605 631
101 488 840
591 939 374
858 29 614
46 547 454
247 483 367
105 186 598
78 228 816
313 923 390
518 384 838
233 279 341
556 284 818
849 723 316
534 742 862
568 477 380
714 842 510
490 453 915
732 204 808
15 553 971
511 700 535
515 98 585
913 165 55
550 25 159
764 95 6
323 112 545
696 560 117
872 852 594
252 978 304
609 334 447
690 123 598
874 968 787
801 649 413
195 943 640
429 708 133
117 480 496
806 374 843
781 553 432
558 675 51
632 931 227
128 212 252
873 772 232
315 189 479
822 246 851
2 35 83
788 131 756
637 823 312
546 40 873
944 732 404
871 952 642
359 649 247
394 741 984
104 484 600
183 674 200
977 800 477
167 469 793
18 337 444
133 712 887
838 789 665
661 551 501
593 17 642
486 539 7
86 257 226
288 388 144
400 345 630
762 760 409
56 649 40
241 296 335
643 759 557
28 306 843
105 36 150
763 241 29
178 552 340
783 862 504
267 795 17
497 109 2
280 800 995
489 245 931
251 314 34
512 799 776
612 854 386
592 403 443
780 965 231
105 364 12
289 671 985
941 398 428
417 531 758
351 899 520
54 322 403
933 875 86
970 955 864
757 689 79
663 134 526
492 550 642
691 533 761
240 471 641
768 155 564
575 73 994
399 45 131
925 424 995
771 797 728
709 186 589
41 59 671
223 659 17
317 294 706
645 701 25
759 742 560
713 629 55
937 81 424
731 949 492
720 712 714
38 858 748
609 533 64
958 615 115
345 245 192
967 563 60
153 726 25
569 224 49
203 943 134
468 646 647
230 461 753
271 920 454
820 269 968
281 770 357
431 748 999
123 808 631
672 585 893
556 34 159
429 747 239
229 493 842
2 471 505
814 702 985
915 448 853
619 386 505
976 782 473
254 727 486
89 278 365
68 879 402
196 692 96
595 485 359
865 831 346
456 931 696
561 884 893
214 150 221
726 249 551
926 860 316
211 99 983
935 539 285
516 621 163
401 525 19
489 277 760
612 763 844
299 760 537
387 814 534
789 242 495
884 797 1
260 25 609
446 411 819
121 511 844
795 68 333
324 699 670
811 327 839
3 426 850
240 592 913
917 219 86
522 205 766
270 950 168
325 53 178
446 357 503
159 569 255
260 221 739
858 866 203
343 889 535
574 416 746
179 866 711
881 511 895
503 34 328
703 604 867
666 978 842
930 677 58
309 831 73
418 489 403
757 807 992
654 393 199
568 305 980
584 300 890
242 59 970
840 491 796
84 685 913
109 744 264
302 593 378
599 457 615
45 185 844
266 288 191
760 930 7
821 247 681
876 219 127
623 768 362
795 638 458
513 799 857
194 119 183
268 499 264
289 977 167
661 537 488
70 594 209
319 842 492
215 362 327
683 953 773
182 144 999
831 3 726
849 847 200
480 924 250
943 2 518
194 44 426
76 458 219
146 830 762
450 878 2
533 517 53
774 827 11
908 41 83
863 922 31
566 933 614
85 739 397
811 479 899
166 730 656
626 313 274
851 559 368
127 147 720
268 529 964
633 54 614
766 976 104
866 688 691
586 219 873
944 124 991
365 653 8
17 126 235
373 961 408
507 852 712
542 354 177
474 881 899
101 424 790
797 132 984
161 507 961
921 223 314
405 752 174
501 660 611
695 713 203
187 701 108
350 854 494
209 299 678
156 663 240
15 953 122
736 705 935
53 468 47
626 637 169
791 454 799
137 679 809
848 108 493
83 927 376
650 953 861
780 918 239
550 386 127
712 532 199
537 230 490
190 497 497
206 909 164
515 383 940
95 522 920
187 384 92
92 488 915
716 915 873
680 978 525
193 108 17
758 499 228
841 519 25
352 307 152
831 118 955
215 70 218
470 652 923
969 352 81
447 838 969
884 313 284
178 371 816
403 866 589
477 614 942
331 952 765
504 668 971
560 473 643
304 480 358
606 740 231
450 720 238
469 555 731
142 430 469
195 448 197
185 781 108
549 358 547
695 214 579
612 466 354
177 626 384
806 828 126
414 656 140
790 933 285
408 333 6
241 776 29
855 596 622
918 454 107
827 236 251
885 254 225
928 878 501
935 176 96
290 586 949
908 452 524
954 905 431
705 611 97
723 664 108
33 647 556
629 737 98
609 665 772
544 360 211
486 24 105
456 183 845
453 444 359
113 86 646
193 163 542
372 529 595
754 128 360
131 646 442
918 928 650
628 683 778
677 886 987
861 592 926
261 804 947
159 887 231
534 1 55
765 42 995
857 274 861
697 533 873
822 556 942
457 160 395
596 75 976
398 251 539
365 751 647
147 185 978
415 246 836
337 45 175
848 14 861
280 846 928
84 748 419
216 435 695
576 900 215
742 439 877
218 319 595
180 897 771
56 949 97
79 93 987
472 2 76
390 789 171
605 97 53
908 664 983
376 22 933
555 99 455
555 785 178
722 85 457
63 322 990
600 824 154
137 822 128
721 915 888
682 269 258
87 548 682
487 702 859
653 536 595
474 843 762
217 721 212
739 947 107
547 479 949
441 29 598
855 579 253
526 660 974
786 712 585
298 701 531
275 726 29
797 153 799
107 486 997
270 139 385
163 241 159
41 348 352
787 157 198
629 622 721
681 36 582
455 758 259
638 739 527
715 174 179
392 631 623
33 404 852
377 823 619
772 442 633
106 356 701
451 956 968
668 678 594
326 269 132
380 352 299
468 675 104
872 966 92
24 346 790
579 857 193
307 490 382
402 300 427
442 340 519
929 401 43
535 653 2
872 592 801
142 303 25
875 883 933
358 79 983
32 950 422
123 932 674
213 897 416
44 561 45
423 543 57
687 245 777
750 234 876
799 335 251
401 749 666
793 106 236
886 302 175
791 564 16
298 651 711
140 910 963
485 933 561
377 374 926
838 971 132
624 402 706
926 115 738
200 292 259
152 522 427
112 360 591
952 552 944
872 370 985
511 527 918
57 602 462
397 247 928
363 335 576
668 830 192
776 149 457
251 289 720
467 275 2
267 544 978
108 752 990
148 481 190
950 358 18
743 712 981
764 145 798
660 134 408
639 67 416
637 812 942
367 2 152
47 510 812
786 844 952
349 140 53
611 643 895
369 496 300
428 560 854
733 302 308
960 841 953
363 484 99
403 120 803
845 555 292
43 515 842
352 490 825
877 248 603
972 433 924
177 467 313
123 516 957
662 907 232
578 231 87
709 606 208
421 441 813
804 687 383
293 593 655
382 760 785
397 602 387
499 534 840
75 778 813
405 568 201
504 728 164
747 923 43
429 287 591
787 412 24
542 781 798
60 256 557
327 230 878
918 921 121
877 888 996
594 218 90
119 226 703
889 562 610
714 774 458
560 376 44
401 96 923
11 148 11
273 957 944
25 239 835
337 52 498
437 500 930
297 581 439
278 305 143
505 231 793
818 177 24
255 836 373
888 154 193
534 332 945
299 166 860
515 448 457
535 937 883
509 922 577
297 403 5
502 604 445
670 49 966
270 932 69
492 770 530
129 596 614
754 756 52
491 229 335
959 105 495
36 239 473
255 69 258
629 112 499
615 3 367
763 439 760
744 355 654
485 960 889
534 516 742
570 748 203
571 807 253
602 703 383
671 560 638
877 9 164
143 968 378
308 571 805
239 617 930
519 120 970
658 880 296
563 675 248
72 779 330
410 37 750
110 22 361
697 403 167
177 799 426
441 192 862
432 198 188
807 826 298
836 834 459
126 885 953
766 160 877
18 28 288
342 764 737
311 92 461
948 179 143
291 135 982
243 279 426
585 171 417
922 710 365
251 485 664
9 704 938
810 160 633
136 187 373
666 254 353
326 824 83
8 469 467
179 35 996
591 394 285
940 938 307
656 428 984
400 672 713
653 777 292
415 620 776
563 676 591
123 764 784
437 701 683
544 428 436
926 846 977
141 33 997
481 410 845
673 495 471
140 749 626
59 783 348
374 249 862
604 337 646
521 687 704
710 483 92
261 380 625
498 275 998
256 214 133
504 366 379
495 32 137
797 196 271
94 97 134
977 690 815
433 520 675
456 633 769
717 965 215
710 184 614
962 891 965
44 936 745
566 371 137
943 925 383
786 520 426
544 853 442
926 864 513
978 230 316
83 598 561
352 263 244
480 965 321
319 799 45
842 236 677
100 747 653
207 459 779
705 554 189
738 831 772
29 239 937
615 198 147
652 222 591
658 851 404
62 749 53
381 784 807
748 976 200
46 942 625
447 887 432
26 897 57
293 706 61
798 887 129
484 633 710
739 687 90
783 640 53
347 975 159
384 478 93
534 343 419
218 141 182
824 600 401
923 300 966
64 25 491
652 674 203
213 354 553
124 481 296
802 735 953
471 748 759
322 567 627
895 251 174
832 936 901
489 469 288
7 948 1
145 43 879
379 940 586
731 808 293
682 232 438
836 693 679
596 27 833
535 827 359
513 976 342
744 32 526
116 940 959
903 707 789
658 763 873
375 252 901
792 368 158
883 407 323
939 79 24
917 611 760
124 524 45
28 204 881
562 81 257
386 369 107
14 268 581
529 744 185
713 384 698
793 848 133
872 884 169
896 933 525
903 40 172
12 786 825
481 821 131
610 708 677
830 838 549
606 849 194
261 72 41
733 816 959
572 921 530
775 800 546
637 813 365
192 213 500
792 728 186
914 558 435
29 597 24
182 470 35
728 219 113
907 185 106
82 846 942
383 233 33
61 195 651
761 213 378
1 978 325
762 84 325
698 488 133
285 324 725
902 465 362
609 335 532
274 458 478
170 491 384
111 955 860
950 408 577
643 889 726
256 446 917
126 334 845
90 588 164
69 891 141
313 638 325
235 490 140
427 832 372
238 691 235
571 211 692
518 458 52
772 204 62
887 174 802
375 579 322
233 508 637
831 150 653
573 93 783
181 367 829
274 20 994
285 545 347
867 257 756
939 524 154
238 33 379
667 827 560
783 915 45
871 784 867
902 776 119
861 979 956
418 932 261
232 806 580
671 294 553
397 339 798
864 12 372
398 72 381
642 829 743
4 151 446
229 387 92
559 506 216
857 558 363
903 270 108
653 348 385
798 21 761
367 35 93
6 948 534
634 291 580
930 654 556
852 156 241
15 749 247
844 269 535
969 330 998
976 434 714
867 61 665
98 341 905
518 967 68
748 237 259
856 952 117
329 169 410
3 960 522
795 109 935
740 679 896
669 44 986
167 337 35
137 228 897
276 139 82
195 694 277
149 847 593
376 577 550
199 393 803
524 736 700
324 632 373
473 156 724
723 350 383
668 512 105
15 474 758
251 834 53
631 362 404
396 919 842
349 450 450
742 634 428
611 363 639
481 881 967
636 434 611
48 786 84
598 162 727
890 565 583
470 405 150
891 876 786
756 46 726
136 624 748
897 699 649
520 788 695
21 935 509
182 114 400
857 767 759
906 432 851
164 843 155
241 292 916
924 805 455
107 875 972
126 236 140
134 908 938
191 534 815
205 837 29
427 329 353
718 483 281
251 335 431
468 98 260
9 210 638
809 879 932
324 792 655
799 892 105
73 777 397
445 342 415
62 485 620
614 291 7
9 115 813
509 792 842
84 89 165
953 634 735
199 828 31
505 968 732
355 7 807
369 700 82
416 419 557
948 612 481
791 281 105
865 515 822
605 746 827
661 360 643
578 951 956
917 475 672
740 531 724
496 43 151
385 753 498
76 716 433
32 433 59
184 308 955
86 306 384
570 777 751
852 485 139
805 99 36
440 16 1
543 100 959
409 727 525
843 769 123
309 36 875
175 905 101
885 345 850
611 220 817
823 73 872
228 172 949
807 306 361
692 670 744
533 772 431
537 298 65
311 835 397
338 732 722
254 917 18
370 287 779
879 560 240
917 367 57
582 830 587
203 764 489
100 567 587
627 746 421
968 24 489
926 382 243
588 148 649
828 143 224
938 409 592
871 388 76
773 472 337
857 568 375
610 241 119
227 617 182
468 622 574
876 272 357
125 545 263
512 230 943
814 825 778
297 233 729
105 520 877
946 31 426
573 679 607
879 31 630
121 48 208
283 28 813
470 943 282
652 468 623
904 895 949
672 35 836
959 93 955
244 966 167
59 174 996
603 247 708
86 407 59
196 303 480
160 241 39
95 939 733
40 630 736
753 55 183
298 733 933
263 473 19
152 330 30
92 558 955
600 698 15
254 750 704
51 820 227
640 23 66
818 352 777
738 459 840
82 868 194
666 473 770
429 124 433
664 204 191
896 539 542
501 836 513
685 766 219
760 833 802
211 240 304
916 12 954
366 835 578
193 316 561
609 430 606
103 368 132
951 94 933
209 158 802
131 296 51
298 584 583
493 168 263
479 310 409
65 451 910
339 930 867
743 510 77
534 147 360
443 540 294
346 594 86
346 89 653
197 273 195
689 470 760
615 456 333
730 378 472
81 905 921
394 800 241
369 619 271
979 840 84
464 53 592
935 174 235
9 634 1
254 64 422
108 953 184
307 144 259
678 515 520
342 378 433
924 556 307
804 7 305
71 329 666
52 531 557
373 909 640
217 956 169
208 856 666
150 338 399
414 961 240
361 350 11
416 280 538
155 321 267
189 923 44
471 301 935
884 352 513
563 830 71
264 977 208
961 766 659
182 848 487
311 780 305
55 662 414
813 30 380
620 154 921
939 511 376
32 591 502
445 691 393
921 194 731
393 6 486
855 32 635
591 687 871
349 932 993
784 34 347
694 875 16
278 825 483
481 795 139
205 544 208
841 271 222
158 799 304
52 677 778
423 412 595
861 395 876
224 302 501
250 296 490
5 458 354
403 126 875
950 267 748
672 925 345
557 360 914
15 353 273
153 296 867
39 316 805
448 450 463
776 792 602
84 24 464
570 712 649
728 302 612
246 512 615
854 240 764
594 316 601
518 326 281
361 504 84
644 180 394
214 845 266
220 464 42
458 428 262
191 837 619
134 96 396
834 34 139
67 157 800
941 188 667
133 946 788
74 822 705
343 958 350
282 805 521
654 613 235
282 236 525
106 646 10
90 432 373
128 498 682
832 63 468
82 883 467
646 285 881
56 603 660
209 370 251
468 816 114
524 342 938
216 661 202
690 470 124
958 861 455
11 266 402
790 273 134
144 620 348
351 365 485
283 806 522
356 817 799
401 12 388
188 30 987
463 393 4
634 447 197
298 950 573
654 651 992
367 489 706
121 856 191
895 158 153
89 97 7
925 405 260
575 299 634
372 978 779
40 960 916
198 460 572
409 793 535
38 64 133
522 525 41
421 526 178
382 645 564
298 731 291
137 380 872
881 956 923
883 626 687
196 58 109
844 394 355
535 52 64
297 874 268
735 621 570
321 958 715
587 107 839
980 825 824
446 658 630
181 535 24
93 150 701
402 974 420
559 34 344
279 235 944
215 904 597
741 670 933
78 456 743
481 287 988
948 273 289
267 752 100
974 794 742
615 270 570
23 943 791
561 797 791
852 91 848
219 216 387
174 336 26
689 536 840
884 280 794
908 785 419
385 449 413
692 869 706
130 116 492
786 528 768
586 945 994
70 65 595
150 637 854
920 278 634
85 875 910
117 201 551
183 450 97
628 200 383
748 962 725
42 483 389
583 290 417
645 109 14
679 161 327
970 968 594
417 716 642
39 422 797
470 513 404
80 342 338
691 35 221
883 424 803
776 800 181
142 950 820
701 423 57
785 628 34
887 770 884
575 684 41
398 639 696
260 548 522
292 775 856
863 395 293
241 385 999
293 462 176
442 547 59
720 700 373
658 184 171
668 374 602
627 358 512
623 257 58
686 944 175
743 562 845
593 804 900
470 311 493
842 915 644
973 709 462
607 397 10
737 87 240
124 642 336
662 795 228
847 829 604
655 457 524
280 799 577
373 910 563
19 871 516
649 293 45
852 64 687
383 833 264
337 687 968
183 303 776
824 458 807
502 472 930
545 915 568
292 766 857
177 535 172
890 632 867
37 461 76
573 641 146
529 96 556
244 258 729
378 531 569
588 438 395
521 166 874
406 583 211
408 336 322
201 945 40
578 715 535
86 676 428
261 518 191
211 325 983
366 400 925
967 671 866
609 587 70
104 388 64
654 738 93
409 676 957
670 302 832
330 307 79
517 886 848
97 13 905
867 531 635
48 845 463
968 396 935
714 949 218
613 198 338
71 386 153
221 195 867
564 471 493
452 609 834
971 197 713
211 63 417
827 828 266
365 107 454
206 264 856
385 116 58
934 167 430
758 782 770
847 688 626
403 803 597
295 135 320
633 537 777
550 411 598
14 396 576
439 691 463
79 951 383
138 835 574
299 529 1
931 915 3
554 341 120
38 544 977
317 171 750
137 689 93
307 14 301
480 139 774
652 653 171
262 700 882
570 762 488
754 732 267
494 172 48
492 178 665
110 726 280
456 231 879
872 174 186
594 409 252
674 884 436
174 459 922
484 360 124
65 417 101
275 811 970
264 576 213
684 585 235
967 204 550
976 1836
673 184 987
520 281 425
617 424 128
500 181 768
1 44 944
184 547 830
704 778 889
508 38 907
328 956 561
615 703 478
659 729 289
303 306 342
197 342 906
490 464 184
229 87 527
849 361 708
975 251 592
955 27 312
810 827 802
397 123 720
675 781 166
193 149 926
419 423 259
80 882 914
349 301 449
19 671 718
458 140 787
681 966 64
19 140 85
272 194 73
514 749 820
345 245 344
659 850 485
505 973 369
99 802 166
249 710 164
859 781 112
221 150 187
734 472 884
87 343 288
144 316 910
434 394 499
883 823 848
390 46 864
934 780 218
497 475 1
123 311 428
869 568 263
13 940 82
670 760 318
201 506 102
725 358 677
289 526 258
296 865 443
925 84 99
307 606 64
355 548 103
758 727 424
959 525 501
783 28 159
67 621 970
132 170 605
249 798 893
148 829 872
669 10 346
144 834 181
941 31 118
359 222 949
212 543 820
789 31 481
933 234 552
608 956 298
491 21 519
742 968 624
165 833 315
58 218 190
904 711 821
76 35 502
438 902 208
388 548 513
640 183 486
45 6 855
617 194 989
333 625 572
580 489 89
144 962 37
149 853 962
769 564 654
639 775 453
533 461 278
243 753 258
890 719 339
362 932 696
481 938 179
373 483 987
606 106 618
135 727 365
433 356 729
646 246 757
445 748 55
422 576 629
269 326 283
939 741 385
462 521 344
708 805 625
866 1 513
364 966 301
403 874 634
47 496 88
946 768 620
564 814 562
743 866 692
141 950 380
69 764 122
225 821 194
33 581 867
539 523 328
59 344 22
32 248 777
900 12 764
828 682 359
965 76 527
506 119 220
497 126 978
294 791 350
636 112 318
319 714 899
121 862 166
895 82 642
186 565 554
414 38 723
215 842 385
430 945 798
133 223 810
117 423 223
307 72 116
955 389 987
226 291 992
596 593 795
158 121 780
635 688 453
576 839 657
351 222 72
146 944 832
836 927 964
254 220 213
54 958 707
728 543 299
420 718 826
595 842 725
743 681 990
648 529 251
143 330 284
21 10 987
176 926 649
17 185 640
378 790 55
842 528 774
733 168 690
617 368 789
285 248 309
741 486 454
592 510 392
417 622 541
469 329 2
388 134 609
573 52 286
708 621 323
422 198 886
34 909 781
257 725 288
